lat,lon,amenity,cuisine,fvst:navnelbnr,name,opening_hours,phone,website,wheelchair,payment:credit_cards,toilets,fvst:name,facebook,outdoor_seating,takeaway,dinner,lunch,reservation,capacity,note,opening_hours:kitchen,alt_name,fvst:fixme,url,opening_hours:seating,branch,drive_through,brewery,internet_access,check_date,ref:DK:cvr,ref:DK:cvr:pnummer,wikidata,min_age,description,sport,toilets:wheelchair,smoking,access:covid19,operator,email,award:michelin,delivery,wikipedia,changing_table,diet:vegan,diet:vegetarian,internet_access:fee,contact:facebook,contact:instagram,drink:beer,contact:email,stars,opening_hours:bar,name:es,brand,diet:halal,diet:meat,diet:organic,name:en,shop,drink:wine,fixme,internet_access:ssid,cocktails,breakfast,level,payment:cash,payment:contactless,bar,opening_hours:signed,seasonal,access
55.6836466,12.5370129,restaurant,italian,118436,Fabio Vinbar & Restaurant,17:00-22:00; Th-Sa 17:00-24:00,+45 35379977,http://www.restaurantfabio.dk/,,,,,,,,,,,,credit cards not accepted,,Fabio Wine & Cheesebar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.682539,12.550529,restaurant,sushi,518694,Kato Sushi,11:30-21:30; Sa-Su 14:00-21:30,+45 35350022,http://www.katosushi.dk/,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6734812,12.5428116,restaurant,,551049,Karmaman,Mo-Sa 17:00+,+45 26188492,https://karmaman.dk/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671872,12.547525,restaurant,indian,500217,Deep,15:00-23:00,+45-35393838,http://www.deeprestaurant.dk/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.672282,12.5480869,restaurant,,558110,Al-Diwan,,,http://www.al-diwan.dk/,no,,,Gasoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6727887,12.551931,restaurant,italian,557897,Ammessi,Su-Th 11:00-22:00; Fr-Sa 11:00-23:00,+45 33 25 83 90,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6851242,12.552986,restaurant,asian,528827,CC,14:30-23:00; Fr-Su 13:30-23:00; Mo off,+45 66188888,http://ccrestaurant.dk/,,,,See See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.668575,12.5541382,restaurant,japanese,735491,Papa Ramen,Tu-Su 12:00-21:00; Mo off,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.678917,12.533698,restaurant,barbecue,698805,Duniya palace,"10:00-22:00; Sa,Su 12:00-22:00",+45 3321 2000,http://barbequehouse.dk/,no,,,Barbque House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6817367,12.5350587,restaurant,indian,572874,Restaurant India,,+45 35353034,https://www.hungry.dk/frederiksberg-c/restaurant-india,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6846825,12.5408698,restaurant,sushi,652946,Akiba Sushi & Wok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6783794,12.5549873,bar,,112934,Vodroffslund Ny Bodega,"Mo-We 15:00-24:00, Th 15:00-02:00, Fr 14:00-02:00, Sa 16:00-02:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6729608,12.5547773,restaurant,tapas,1111471,Lundgren V.I.P,11:30-22:00; fr-sa 11:30-24:00; su 13:00-21:00,+45 60818370,http://lundgren-vip.dk/bagerstraede/,no,,,,,,,,,,,,,Lundgren V.I.P Vin & Tapas,,,,,,,,,42468169,1027262844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
55.679206,12.5258194,restaurant,,562359,Vinbodegaen,17:00-23:00; Th 17:00-24:00; Sa 16:00-24:00; Su-Mo off; Fr 16:00-01:00,+45 70707598,https://www.vinbodegaen.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6781041,12.534778,restaurant,greek,527317,Deligreco,Tu-Th 11:00-21:00; Fr-Sa 11:00-23:00; Su 17:00-20:00,,https://www.deligreco.dk/,no,,,Deligreco KTB Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6789481,12.5299118,restaurant,sushi,553754,Sushi2500 Smallegade,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.67167,12.554793,bar,wine,116093,Vinbaren Vesterbro Torv,,+45 21408527,http://vinbarenvesterbrotorv.dk/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687061,12.549315,bar,,564445,Kocktails,,,http://kocktails.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6736103,12.5533725,restaurant,korean;japanese,119818,Miga,"Mo-Sa 12:00-15:00,17:00-23:00",+45 33233667,http://www.miga08.dk/,no,,,Miga Koreansk Japansk Restaurant,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6841046,12.5249619,restaurant,regional,552308,Mæsk,"Mo-Fr 11:00-20:00; Sa,Su,PH off",+45 27570515,https://www.maesk.dk/,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671923,12.545461,bar,,551620,Portvinsbaren,"Th 17:00-23:00; Fr,Sa 17:00-01:00",,http://vinhulen.dk/portvinsbaren.asp,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6792033,12.5259089,restaurant,,659909,La bonne,,+45 50530959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6680075,12.5501836,restaurant,italian,530939,Bevi Bevi,,+45 31672120,https://www.bevibevi.dk/,,,,BeviBevi vinbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.674011,12.53701,bar,,111602,Betty Nansen Teaterbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6755107,12.5542313,restaurant,sushi,662651,Nagoya,14:00-22:30; Fr-Sa 12:00-23:00,+45 33212328,https://www.nagoya.dk/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6654227,12.5488293,bar,,109917,Boulevarden,,+45 3331 8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6656945,12.5429694,restaurant,ramen,647198,Ramen to Biiru Vesterbro,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-21:00,+45 53607997,http://ramentobiiru.dk/vesterbro/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,vesterbro@ramentobiiru.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6913826,12.5446425,bar,,123647,Kronborggade 3,Mo-Sa 16:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6808974,12.5524022,restaurant,,903708,Forum Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671506,12.5291573,restaurant,,534314,Restaurant Pilen,,+45 53300140,https://www.restaurantpilen.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from Nominatim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.673264,12.554397,restaurant,,670553,Mangia,,+45 52709429,http://mangia.dk/,no,yes,yes,Mangia.2016,https://www.facebook.com/restaurant.mangia/,yes,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671211,12.5496708,bar,,958384,Ancestrale,Mo-Th 16:00-23:00; Fr-Sa 16:00-24:00,+4560407414,http://ancestrale.dk,,,,,https://www.facebook.com/Ancestralebar/,,,,,,,,,,fvst:no_pos,,,,,,,,,,,,,,,,,,spis@ancestrale.dk,,,,,,,,,httpd://www.instagram.com/ancestralebra,,,,,,,,,,,,,,,,,,,,,,,
55.6665209,12.55307,bar,,962630,Rbabarrab,,+45 24269291,,,,,,https://www.facebook.com/Rbabarrab,,,,,,,,,,fvst:no_pos,,,,,,,,37613932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.683099,12.529317,school,,,Frederiksberg Seminarium,,,,,,,Frederiksberg Seminarium Maltes Køkken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6679591,12.5479378,restaurant,greek,697930,Café Patina,,+45 31708028,http://WWW.cafepatina.dk,,,,,https://www.facebook.com/www.cafepatina.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.68475,12.55307,bar,,574675,Himmerriget,"Mo-Sa 15:00-02:00, Su 15:00-24:00",,http://www.himmeriget.dk/,yes,,,Himmeriget,,,,,,,,,,,,,,,,,,,35859659,1020227016,,,,,,,,,,,,,,,,,,,served,,,,,,,,,,,,,,,,,,,,,,
55.6866636,12.5321631,bar,,634370,Alhambra Pub,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-17,41635223,1026220374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6717677,12.552406,bar,champagne;cocktails,798024,The reception,,,http://www.thereception.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.684153,12.5429642,bar,,710474,Gensyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6776484,12.5334459,restaurant,,736180,Ewalds,,+45 51 32 01 51,https://ewalds-frb.dk/,no,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6763213,12.5424716,restaurant,steak_house,737406,Mash Frederiksberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6676359,12.5475283,restaurant,burger,720329,Sliders,"Mo-Th 17:00-22:00; Fr,Sa 12:00-22:00; Su 12:00-21:00",+4531322620,https://sliders.dk/,yes,yes,yes,,https://www.facebook.com/SlidersVesterbro/,yes,yes,,,,,,,Sliders Enghave Plads,,,,,,,,,,,,,Byens bedste burger - i unikke små variationer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6877197,12.5470035,restaurant,regional,737701,Blaaregn,We 17:30-22:00; Th-Sa 17:00-22:00; Su-Tu off,+45 42701826,http://www.blaaregn.com/,,,,,,,,,,,,,17:00-22:00; Mo off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.66785,12.547969,restaurant,pizza,760192,MaMeMi,,+45 26 25 62 85,https://pizzeriamamemi.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6679133,12.5502065,bar,cocktails,732307,Bar Una,"We-Th 17:00-01:00, Fr-Sa 17:00-04:00",+45 3133 9037,https://www.baruna.dk/,,,,,,,,,,,,,,,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6886272,12.5546848,bar,,768570,1420,Mo-Su 14:00-00:00,,,,,,,,,,,,,,,,,,,,,,lambic;belgian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.690773,12.5445454,bar,pub,758303,Skovbar,"Tu-Th 16:00-24:00, Fr-Sa 15:00-24:00",,,,,,,,yes,,,,,,,,,,,,,,,wlan,,,,,,,,,outside,,,skovbaren@gmail.com,,,,,,,no,,,,,,,,,,,,,,,,Skovbar,,,,,,,,,
55.671848,12.552391,bar,,770970,Duck and Cover,Tu-Sa 16:00-22:00,+45 28124290,http://duckandcoverbar.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
55.666804,12.5330623,restaurant,italian,793123,Tramonto,Mo-Fr 12:00-24:00; Sa-Su 13:00-24:00,+4539948478,https://tramonto.dk/,,yes,yes,,https://www.facebook.com/tramontorooftop,,,yes,yes,yes,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,info@tramonto.dk,,,,,,,,,https://www.instagram.com/tramontorooftop,,,,,,,,,,,,,,,,yes,6,,,,,,
55.6675528,12.5463423,restaurant,,993953,Tolv,,,,,,,,,,,,,,,,,,,,,,,,,,42373419,1027142261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6730015,12.5494138,bar,,115093,Postgaarden Bar,"12:00-22:00; Th-Sa 12:00-24:00; Su,PH 12:00-20:00",+45 33312353,http://www.postgaardencafe.dk/,,,,,,,,,,,,,,Cafe Postgaarden,,,,,,,,,28924542,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6704466,12.5407277,restaurant,chinese;asian,909700,Hot Pot Republic,"Su-Th 17:30-22:30, Fr,Sa 17:00-23:00, Sa,Su 12:30-15:30",+4593863888,https://hotpotrepublic.dk/,limited,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,outside,,,contact@hotpotrepublic.dk,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6793311,12.5338115,restaurant,,760658,Chuck Bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6783076,12.5469372,bar,,796742,Tap 21 Craft Beer,Tu-Th 16:00-23:00; Fr-Sa 16:00-01:00,+45 207 31 207,https://tap21.dk,,yes,,,,yes,,,,,,,,,,,,,,yes;various,wlan,,,,,,"Craft beer bar with 10 taps. Wine, spirits and soft drinks also served.",,,,,,info@tap21.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,
55.6823199,12.5501532,restaurant,nepalese,771130,Nepali Bhancha,Mo-Su 15:00-22:00,+45 35355141,https://nepalibhancha.dk/frederiksberg/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.684145,12.550991,bar,,796846,Gamble,,+45 26220575,http://gamble-cph.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.677412,12.5380491,bar,,,Cork Vinbar,,,http://corkvinbar.dk/,,,,,,,,,,,,,,,,,,,,,,2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6720687,12.5204646,restaurant,danish,795022,Folk,,,https://www.restaurantfolk.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6796805,12.5334343,restaurant,regional,904360,The Grill,,+45 33143535,https://www.scandichotels.dk/hoteller/danmark/kobenhavn/scandic-copenhagen/restaurant-bar,,,,Scandic Falkoner Hovedkøkken,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scandic Hotels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.679713,12.5334168,restaurant,,904365,Green Room Restaurant & Bar,,,https://greenroom-restaurant.dk/?lang=en,,,,,,,,,,,,,,Scandic Falkoner,,,,,,,,,,,,,,,,,,Scandic Hotels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
55.6851293,12.5525188,restaurant,ramen,908661,Men-O Ramen,12:00-22:00,,https://menoramen.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.667036,12.554293,restaurant,sushi,910122,Sushi Best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6816523,12.5492667,restaurant,mexican,,Poco Picante,,+45 32204343,https://pocopicante.com/,,,,,,,,,,,,,,,,,,,,,,2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,
55.6748471,12.5489198,restaurant,danish,910239,Restaurant Kongen,"11:00-15:30,18:00+;Su-Mo off",,https://restaurantkongen.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6754224,12.5463859,restaurant,regional,923840,Restaurant Polly,11:30-24:00; Su off,+45 38424266,https://restaurantpolly.dk/polly/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.675014,12.532789,restaurant,pizza,911689,Frankies Pizza Frederiksberg,,+45 3842 3403,https://frankiespizza.dk/frankies-frederiksberg/,,yes,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6865035,12.5327754,restaurant,,918093,Mad Disken by Mørkeberg & Toft,11:00-21:00,+45 51511373,https://www.maddisken.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6719062,12.5475635,restaurant,sushi,921880,Kanagawa,"Mo-Th 13:00-22:00; Fr,Sa 12:00-22:00; Su 13:00-22:00",+45 60196268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.667326,12.533585,restaurant,regional,923380,Carls Øl & Spisehus,"08:00-24:00, Th-Sa 08:00-02:00, Su 08:00-23:00",+45 26331633,https://www.carls.pub/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6875851,12.5292232,restaurant,italian,927498,Baby Babbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6657876,12.5430459,bar,,,Atze Peng,,+45 4241 5446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6640976,12.5372896,school,,,Københavns Professions Højskole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6702078,12.5371716,bar,,786580,Hos Robert,Mo-Sa 13:00-22:00,+45 33315139,,,,,,,,,,,,,,,Cafe Robert,,,,,,,,,40093052,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6736365,12.5408462,restaurant,,934305,Heat Japanese Grill Frederiksberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6823112,12.5349285,bar,,560250,Vinstuen 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6673373,12.5359176,restaurant,seafood,945202,Hooked,12:00-22:00,+45 69161816,https://gethooked.dk/restaurant-carlsberg-byen-valby/,,yes,yes,,,,,,,,,,12:00-21:00,,"fvst position missing, fixed from overpassturbo/osak",,,Carlsberg byen,,,,2020-12-15,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6705613,12.5364229,bar,,788656,Floyds,,+45 53570699,http://floyds.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.678948,12.547833,restaurant,smørrebrød,936824,Frokostrestauranten 1971,11:00-17:00; Mo off,+45 53531971,https://www.1971frokost.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6721382,12.5546295,restaurant,,935538,Bistro 1620,11:30-24:00;Sa 10:00-24:00; Su 10:00-20:00,+45 70161620,https://bistro1620.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6750672,12.5469028,restaurant,italian,925463,Zio & Nonna,,+45 39119000,http://ziononna.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6939222,12.5424684,restaurant,pizza,549060,Neighborhood,Mo-Th 16:00-22:00; Fr 17:00-01:00; Sa 12:00-01:00; Su 12:00-22:00,+45 69806860,http://www.neighbourhood.dk,,,,,,,,,,,,,"Mo-Th 17:00-21:30; Fr 17:00-22:00; Sa 12:00-16:00,17:00-22:00; Su 12:00-16:00,17:00-21:00",,,,,,,,wlan,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,
55.6872816,12.547796,restaurant,,,Baka d'Busk,18:00-24:00; Mo-Tu off,+45 31522217,https://bakabistro.dk/,,,,,,,,,,required,,,,,,,,,,,,,,,,,,,,,no,,baka@bakabistro.dk,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
55.672726,12.553059,restaurant,breakfast;sandwich,947164,Bjørns,"07:00-11:30,12:00-16:00,17:00-24:00; Sa 09:00-16:00,17:00-24:00; Su 09:30-16:00",+45 38423412,https://madklubben.dk/restauranter/bjoerns-koebenhavn/,,,,Bjørn,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.686257,12.550733,restaurant,,950916,Stefanos La Fabrica,"Mo-Fr 10:00-22:00; Sa,Su 09:00-22:00",+45 41800016,,limited,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6846215,12.5375623,restaurant,italian,951586,Ristorante Nabucco,,+45 38 88 78 88,https://nabucco.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6713138,12.5460591,restaurant,italian,957260,Ciao Italian Quality Food,Mo-Su 11:00-21:00,+45 52166921,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.675047,12.521294,restaurant,,953965,Fasangården,,+45 28444351,https://www.fasangaardenfrb.dk/,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,26631521,,,,,,,,,Meyers Contract Catering A/S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6678674,12.5321593,restaurant,japanese;ramen,1011356,Kōnā,"17:00-23:00; Fr-Su 12:00-15:00,17:00 - 24:00; Mo off",,https://behind-the-elephants.com/,,,,Flat bowls,,,,,,,,,,,,,,,,,,,41156236,1025549240,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6773585,12.5380853,bar,,573704,Cork Vinbar,,,http://corkvinbar.dk/,,,,,,,,,,,,,,,,,,,,,,,37082309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.670728,12.543986,bar,,953527,Jojo,16:00-22:00; Th 16:00-23:00; Fr-Sa 15:00 - 24:00; Su-Tu off,,https://jojovesterbro.dk/,limited,,,JOJO PROJECTS,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,40652078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6694781,12.5451643,bar,,930599,Bar 1103,,,,,,,,,,,,,,,,,,,,,,,,,,39446510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6783113,12.5324887,bar,,762650,Belis bar udebaren,,,,,,,,,,,,,,,,,,,,,,,,,,30576241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,summer,
55.679536,12.521293,bar,,968170,Guldfasanen,,,,,,,,,,,,,,,,,,fvst:no_pos,,,,,,,,41676876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.665587,12.543472,bar,,912627,Bennis Bar,,,,,,,,,yes,,,,,,,,,,,,,,,,,38562762,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6721242,12.5253878,bar,,111265,Kadetkælderen,,,,,,,,,,,,,,,,,,,,,,,,,,13019347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private
55.679455,12.529418,bar,,781946,Cafe Domhuset,"12:00-02:00, Su 12:00-23:00",+45 38348278,https://www.cafedomhuset.dk/,,,,,,,,,,,,,,,,,,,,,,,17721437,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6699974,12.5458976,bar,,788669,Brass Monkey,"Th 20:00-01:00,Fr-Sa 20:00-04:00",,https://www.brassmonkey.dk/koebenhavn/,,,,,,,,,,,,,,,,,,,,,,,38115669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687938,12.554122,bar,,516858,Trabi Bar,,,,,,,,,,,,,,,,,,,,,,,,,,34623287,1017835358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6711275,12.5433807,bar,,,Vaest,,,https://www.vaest.dk/,,,,,,,,,,,,,,,,,,,,,,2020-12-15,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
