lat,lon,amenity,cuisine,fvst:navnelbnr,microbrewery,name,opening_hours,phone,website,wheelchair,wheelchair:description,wikidata,wikipedia,note,smoking,toilets:wheelchair,fvst:name,takeaway,name:en,brand,brand:wikidata,brand:wikipedia,diet:vegan,diet:vegetarian,opening_hours:kitchen,operator,outdoor_seating,opening_hours:cafe,payment:credit_cards,toilets,branch,survey:date,fvst:fixme,reservation,dinner,lunch,capacity,award:michelin,contact:instagram,email,facebook,url,alt_name,happycow:id,breakfast,delivery,tourism,official_name,ref:DK:cvr,contact:facebook,leisure,table_soccer,fee,changing_table,opening_hours:seating,changing_table:location,internet_access,internet_access:fee,organic,stars,drive_through,ref:DK:cvr:pnummer,brewery,check_date,payment:bitcoin,min_age,opening_hours:covid19,sport,access,drinking_water,fee:price,indoor,toilets:disposal,description,opening_hours:url,phone:restaurant,phone:takeaway,access:covid19,male,shop,unisex,layer,check_date:diet:vegetarian,female,toilets:position,level,year,diet:halal,diet:meat,diet:non-vegetarian,diet:organic,drink:beer,opening_hours:signed,seasonal,contact:email,age_limit,yelp,emergency,old_name,opening_hours:bar,name:es,seamark:small_craft_facility:category,seamark:type,payment:cash,payment:debit_cards,payment:mobile_phone,toilets:access,drink:wine,internet_access:ssid,comment,pitch,drink:sake,cocktails,contact:phone,start_date,payment:contactless,short_name,fixme,music_venue,restaurant,gender_segregated,supervised,underground,school,baby_feeding,bar,drink:cocktail,name:zh,diet:dairy_free,diet:egg_free,diet:pescetarian,payment:android_pay,payment:apple_pay,payment:card,payment:gift_card,ref:vatin,lgbtq,instagram,undefined,webshop,drink:cider,drink:gin
55.6838647,12.5744024,restaurant,danish,131921,,Brdr. Price,Mo-Su 12:00+,+45 38411020,https://www.brdr-price.dk/,,,,,,,,,,,,,,,,,,,,,,,,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.682815,12.576023,restaurant,smørrebrød,116780,,Schønnemann,Mo-Sa 11:30-17:00,+45 33120785,http://www.restaurantschonnemann.dk/,limited,,Q63456099,,,,,,,,,,,,,"11:30-14:00,14:14-17:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.682357,12.575696,restaurant,,126805,,El Meson,12:00-24:00,+45 33119131,http://www.elmeson.dk/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.682275,12.575293,college,,,,Suhrs Højskole - Madakademiet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6824319,12.5789516,college,,,,KVUC,,,,,,Q25044642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6807141,12.5883495,restaurant,danish,912519,,Nyhavns Færgekro,Su-Th. 09:00-23:00; Fr-Sa 09:00-00:00,+45 33151588,https://www.nyhavnsfaergekro.dk/,limited,,Q63457316,,,,,;Færgekroen - Øresund,,,,,,,,Su-Th 09:30-22.00; Fr-Sa. 09:30-23:00,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6806961,12.5884807,bar,,533543,,Hong Kong Night Club,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14156895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.680554,12.588985,restaurant,,114097,,Heering,09:00-24:00,+45 33145614,http://restaurantheering.dk/,limited,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6803658,12.5896193,restaurant,steak_and_lobster,544699,,Gallionen,10:00-24:00,+45 33320999,http://www.galionen.dk/,limited,,,,,,,Gasten og Galionen (Skagen),,,,,,,,,,yes,,,,,,,,,,,,,,,,Skagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6804068,12.5895232,restaurant,danish,912533,,Cap Horn,09:00-24:00,+45 33128504,https://www.caphorn.dk/,limited,,,,,,,CAP HORN,,,,,,,,10:00-23:00,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6802483,12.590156,restaurant,italian,116867,,Venezia,10:00-24:00,+45 33145844,https://venezia-nyhavn.dk/,limited,,,,,,,,,,,,,,,11:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.680137,12.590546,restaurant,,786682,,Nyhavn 37,09:00-22:00,,,limited,,Q85632919,,,,,Nyhavn 37,,,,,,,,Mo-Th 11:00-22:00; Fr-Su 10:00-22:00,,,,,,,,,,,,,,,,,,Nyhavn 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.680111,12.590678,restaurant,,706981,,Restaurant Havfruen,11:00-23:00,+45 33111138,https://www.restauranthavfruen.dk/,limited,,,,,,,FBB & JM 1,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6800414,12.5909221,restaurant,,112694,,Ved Kajen,12:00-22:15,+45 3316 2900,http://www.ved-kajen.dk/,limited,,,,Opening hours are for last seating,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.676911,12.589387,restaurant,indian,113642,,Sahil,,+45 33914646,http://www.sahilrestaurant.dk/,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.678063,12.589062,restaurant,argentinian,112879,,Fuego,Mo-Sa 17:30+,+45 33131171,https://www.fuego.dk/,,,,,4 fixed menus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.679665,12.5899268,restaurant,italian,126652,,Gorm's Nyhavn,12:00-22:30; fr-sa 12:00-23:30,,https://www.gormspizza.dk/nyhavn/,,,,,,,,Spiseriet,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.679773,12.5895616,restaurant,,119324,,Gilleleje,"Tu-Sa 11:30-16:00; Dec Fr[1],Sa[1],Fr[2],Sa[2],Fr[3],Sa[3] 11:30-16:00,18:00-23:00; Nov Fr[3],Sa[3],Fr[4],Sa[4],Fr[5],Sa[5] 11:30-16:00,18:00-23:00 ""from Nov 11 to 17:00, """,+45 33125858,http://restaurant-gilleleje.dk/,,,Q63457430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6791271,12.5897144,restaurant,spanish,523527,,Tango & Vinos,Tu-Su 17:00+,+45 41440042,http://www.tangoyvinos.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6757981,12.5426451,restaurant,french,116096,,Mêlée,tu-sa 17:30-24:00,+4535131134,http://www.melee.dk,,,,,,,,,,,,,,,,Tu-Sa 17:30-24:00,,yes,,yes,yes,,,,yes,yes,,,bib_gourmand,,mail@melee.dk,https://www.facebook.com/RestaurantMelee/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6812911,12.586226,restaurant,international,124791,,Geist,12:00-01:00,+45 33133713,http://restaurantgeist.dk/,yes,,,,,no,,,,,,,,,,,,yes,,yes,yes,,,,yes,yes,,,the_plate_michelin,https://instagram.com/bobech,,https://www.facebook.com/restaurantgeist/,,,,,,,,,,,,,,,,wlan,no,,,,,,,,,,,,,,,,"Velkommen til Geist
Et spisested, hvor du kan slappe af, sænke paraderne og nyde nuet. Vi laver mad af rene råvarer og af ren begejstring. 

Geist handler om lyst. Så kom. Vær med, vær til, vær velkommen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6845789,12.5697732,restaurant,pakistani,915867,,Zahida,Tu-Sa 17:00-22:00; Su 16:00-21:00,,https://www.zahida.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6621477,12.5221203,bar,,763844,,Den Gyldenblonde,,+45 36303887,,,,,,,,,Cafe Den Gylden Blonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38878719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6889266,12.562565,restaurant,japanese,562391,,Kung Fu II Izakaya Bar,Mo-Sa 17:30+,+45 40636976,http://kungfubar.dk/noerrebro/frontpage/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6901037,12.5624942,bar,,509410,,The Barking Dog,"Su 16:00-24:00; Tu-Th 16:00-24:00, Fr-Sa 16:00-02:00",+45 35361600,http://www.thebarkingdog.dk/,,,,,,,,THE BARKING DOG TRADING COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6891027,12.5624146,bar,,713399,,Kind of Blue,"Mo-We 16:00-24:00, Th-Sa 16:00-02:00, Su off",,https://www.kindofblue.dk/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6709733,12.5314567,restaurant,sushi,117716,,Fuji Sushi,14:00-23:00,+45 78784747,https://www.fujisushi.dk/,no,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6903804,12.5991538,toilets,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6726005,12.5313911,restaurant,danish,115954,,Hansens Gamle Familiehave,"Jan-Feb We-Sa 11:00-24:00,Su 11:00-18:00; Mar Tu-Sa 11:00-24:00,Su 11:00-18:00; Apr-Sep 11:00-24:00; Oct 1-Nov 11 Tu-Sa 11:00-24:00,Su 11:00-18:00; Nov 12-Dec 22 Mo-Sa 11:00-24:00",+45 36309257,https://www.hansenshave.dk/,yes,,Q12315604,,,,,,,,,,,,,"Jan-Feb We-Sa 11:00-21:30,Su 11:00-16:30; Mar Tu-Sa 11:00-21:30,Su 11:00-16:30; Apr-Sep 11:00-21:30; Oct 1-Nov 11 Tu-Sa 11:00-21:30,Su 11:00-16:30; Nov 12-Dec 22 Mo-Sa 11:00-21:30",,yes,,yes,yes,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6711876,12.5306595,restaurant,danish,118671,,Krøgers Familiehave,Ma-Sa 11:30-21:00; Su 11:30-19:00,+45 36450897,https://www.kroegershave.dk/,yes,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,yes,yes,yes,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6714583,12.530748,restaurant,danish,118336,,M.G. Petersens Familiehave,"Mar 24-Sep 13 12:00-19:00; May-Sep 11:00-23:00; easter-3days-easter+1days 11:00-19:00 ""(season approximate)""",+45 36161133,http://www.petersensfamiliehave.dk/,yes,,,,,,,M. G. Petersens gamle Familiehave,yes,,,,,,,,,yes,,yes,yes,,,,yes,yes,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6733569,12.5662608,restaurant,,126008,,Nimb Bar'n'Grill,Mo-Sa 17:00-23:00,+45 88700060,http://bargrill.nimb.dk/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6718932,12.5251621,school,,,,Frederiksberg Slot - Hærens Officersskole,,,,,,Q3378377,da:Hærens Officersskole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.693679,12.5427877,bar,,118574,,Terroiristen,Tu-Th 12:00-18:00; Fr 12:00-19:00; Sa 11:00-18:00,,https://www.terroiristen.dk/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terroiristen vinbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6936028,12.5428999,restaurant,regional,130793,,Grød,Mo-Fr 07:30-21:00; Sa-Su 09:00-21:00,+45 50585579,https://groed.com/,no,,,,,,,,yes,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.689591,12.5582548,restaurant,indian,966205,,Bindia Elmegade,Mo-Su 16:00-21:00,+4535378737,https://www.bindia.dk/,yes,,,,,,,,yes,Bindia Indian Food Take Away Nørrebro,Bindia,,,yes,yes,,,yes,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,office@bindia.dk,,,,,,yes,,,41226447,,,,,,,,,,,,,1026547624,,,,,,,,,,,,"Bindia is a chain of Indian food (Indisk Mad) Take Aways in Copenhagen. Amer Sulman is the founder & head chef of Bindia. Here, we cook certified organic Indian food (30-60%) without any additives and preservatives.",,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6779885,12.521605,school,,,,CBS - Handelshøjskolen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6874043,12.5467207,restaurant,vietnamese,115811,,Nha Trang,Mo-Su 17:00-22:00,+45 32161888,http://www.nhatrang.dk/,no,,,,,,,,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.675286,12.5735394,school,,,,High school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6924997,12.5844181,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6350236,12.5822757,restaurant,indian,509814,,Rasoi,Mo-Su 17:00-22:00,+45 6914 9445,https://www.rasoi.dk/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6537447,12.5909462,bar,,111826,,Hatten Bar,,,,,,,,,,,Hatten Grønjordskollegiet,,,,,,,,,Grønjordskollegiet,,,,,,,,,,,,,,,,,,,,,,,10801958,,,,,,,,,,,,,,,,,,,,,,,,,Værtshus for beboere på Grønjordskollegiet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6385085,12.5831267,toilets,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6859481,12.5523945,bar,,509492,,Dupong,,,,,,,,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6858796,12.5523207,bar,,505533,,Ølsnedkeren,"Mo-We 14:00-24:00, Th-Sa 14:00-02:00",,https://olsnedkeren.dk/,limited,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,https://www.instagram.com/olsnedkeren/,baren@olsnedkeren.dk,,,Ølsnedkernes Klub Bar,,,,,,33276249,https://www.facebook.com/olsnedkeren/,,,,,,,,,,,,1016491892,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6687256,12.559701,bar,,118305,,Bakken,th 21:00-05:00; fr-sa 20:00-05:00,,http://bakkenkbh.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6818289,12.5633186,bar,,,,Gorki,Tu-Sa 15:00-24:00,+45 28 32 52 28,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.686718,12.5572861,restaurant,thai,116800,,Ranee's,Mo-Sa 17:00-23:00,+45 35368505,http://ranees.dk/,,,,,,,,,yes,,,,,,,Mo-Sa 17:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6834694,12.5852555,restaurant,international,647636,,Pluto,"Mo-Th 17:30-24:00, Fr-Sa 17:30-02:00, Su 17:30-23:00",+45 33160016,https://restaurantpluto.dk/,limited,,,,,,,,,,,,,,,Mo-Th 17:30-22:00; Fr-Sa 17:30-23:00; Su 17:30-21:30,,yes,,yes,yes,,,,yes,yes,,,bib_gourmand,,info@restaurantpluto.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6744834,12.5512432,bar,,111881,,Amigo Bar,,+45 3321 4915,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,amigobar@os.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.681795,12.5709215,bar,,576972,,The Globe,,,https://www.the-globe.dk/,,,,,,,,MC KO APS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6933864,12.5662673,restaurant,pizza,516094,,Sapore D'Italia,Mo-Fr 11:00-21:00; Sa 12:00-21:00; Su off,+45 35397370,http://www.saporeditalia.dk/,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6315989,12.5749556,restaurant,,526264,,Rambla Bar & Grill,Mo-Sa 11:30-23:00,+45 32620620,http://timos.dk/restaurant-oerestad-rambla/,yes,,,,,no,,,,,,,,,,"11:30-15:00,17:30-21:30",,,,,,,,,,,,,,,post@restaurantrambla.dk,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.688456,12.558808,restaurant,indian,114475,,Tandoori Masala,Mo-Th 17:00-22:00; Fr-Su 12:00-22:00,,https://tandoori-masala.dk/,limited,Restauranten har ikke en tilgænglig toilett,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6898008,12.5996554,restaurant,,,,Toldboden,11:00-22:00,+45 33930760,https://toldboden.com/,yes,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6572827,12.5667896,restaurant,italian,128875,,Scarpetta - Islands Brygge,Mo-Su 17:30-24:00,+4570207172,https://cofoco.dk/da/restauranter/scarpetta-islands-brygge/,,,,,,,,,,,,,,,,Mo-Su 17:30-21:30; Su 17:30-21:00,,,,,,,,wrong location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6747014,12.5309092,restaurant,gourmet,117025,,Mielcke & Hurtigkarl,"Tu-Sa ""evenings""",+45 38 34 84 36,http://www.mhcph.com/,,,,,,,,,,,,,,,,,,yes,,,yes,,,lat missing in FVST,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mhcph.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.687776,12.5596239,bar,,,,Kimia,,,,,,,,,,,,,,,,,,,,,,,,,,,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6812097,12.5493551,restaurant,,554569,,Kitchenette,Mo-We 11:00-22:00; Th-Sa 10:00-24:00; Su 10:00-18:00,+45 32212323,https://kitchenette.dk/,,,,,,,,MC COMPANY,,,,,,,,,,yes,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
