lat,lon,amenity,cuisine,fvst:navnelbnr,name,opening_hours,phone,website,brand,brand:wikidata,brand:wikipedia,diet:vegan,diet:vegetarian,takeaway,wheelchair,fvst:name,url,alt_name,facebook,outdoor_seating,payment:credit_cards,toilets,operator,tourism,official_name,capacity,dinner,reservation,contact:facebook,contact:instagram,email,leisure,smoking,table_soccer,opening_hours:seating,branch,drive_through,internet_access,ref:DK:cvr,ref:DK:cvr:pnummer,brewery,fvst:fixme,check_date,opening_hours:kitchen,opening_hours:covid19,description,sport,toilets:wheelchair,opening_hours:url,min_age,phone:restaurant,phone:takeaway,delivery,access:covid19,award:michelin,stars,wikidata,seasonal,wheelchair:description,lunch,note,payment:cash,payment:debit_cards,payment:mobile_phone,shop,level,wikipedia,drink:wine,comment,drink:sake,contact:phone,start_date,music_venue,restaurant,access,cocktails,drink:beer,name:zh,bar,opening_hours:signed,microbrewery,end_date
55.6639807,12.580112,restaurant,,768912,Islands Brygge Wok,16:00-22:00,+45 32541473,http://islandsbryggewok.dk/,,,,,,yes,,,,,,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.665826,12.578507,bar,,917481,Amager Bryghus Taproom Bryggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6673341,12.5858715,restaurant,,539625,Filini,,+45 33965752,https://www.radissonblu.com/da/scandinaviahotel-koebenhavn/restauranter,,,,,,,,,,,,,,,Radisson Blu Scandinavia Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6671884,12.5858004,restaurant,thai,109919,Blue Elephant,17:00-23:00; Su off,+45 33965970,http://www.blueelephant.dk/i,,,,,,,,Thai Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6662129,12.5653754,restaurant,steak,573414,Mash Penthouse,"11:30-15:00,17:30-22:00; th-sa 11:30-15:00,17:30-23:00",+45 33139300,http://www.mashsteak.dk/restauranter/mash-penthouse/,,,,,,,,,,,https://www.facebook.com/mashpenthouse/,yes,yes,yes,,,,,yes,yes,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
55.666447,12.5513407,restaurant,,965595,Dumpo,,,https://www.dumpo.dk,,,,,,,,,,,https://www.facebook.com/Vinderhjornet,,,,,,,,,,,,,,,,,,,wlan,41672218,,,,,,,,,,,,,,,,,,,,,,,,,,bookmaker,,,,,,,,,,,,,,,,,
55.667618,12.545708,restaurant,italian,532825,Osteria 16,18:00-24:00; fr-sa 18:00-02:00,+45 33216060,http://osteria16.dk/,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6719238,12.577772,restaurant,smørrebrød,576317,Lillians Smørrebrød,Mo-Fr 06:00-14:00,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6734812,12.5428116,restaurant,,551049,Karmaman,Mo-Sa 17:00+,+45 26188492,https://karmaman.dk/,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671872,12.547525,restaurant,indian,500217,Deep,15:00-23:00,+45-35393838,http://www.deeprestaurant.dk/,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.672282,12.5480869,restaurant,,558110,Al-Diwan,,,http://www.al-diwan.dk/,,,,,,,no,Gasoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6727887,12.551931,restaurant,italian,557897,Ammessi,Su-Th 11:00-22:00; Fr-Sa 11:00-23:00,+45 33 25 83 90,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6707791,12.5625184,restaurant,indian,518836,Tandoori Masala,17:00-21:30,+45 33221430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6716979,12.5627315,restaurant,chinese; dim_sum,112138,Fu Hao,12:00-22:00; We off,+45 33318985,http://fuhao.dk/,,,,,,yes,,FU HAO KINA GRILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6732196,12.5555639,restaurant,regional,111282,Teaterkælderen,"17:00-00:00,Fr 17:00-01:00,Sa 14:00-01:00,Su 14:00-22:00,Mo-Tu off",+45 33257500,http://www.teaterkaelderen.dk/,,,,,,,,TEATERRESTAURANTEN APS,,,,,,,Det Ny Teater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.672535,12.556082,restaurant,indian,950842,The South Indian,17:00-23:00,+45 81919181,https://southindian.dk/,,,,,,yes,no,SOUTH INDIAN CHETTINAD CUISINE,,,,,,,,,,90,,,,,,,,,,Vesterbro,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6735593,12.5660283,restaurant,smørrebrød,561852,Fru Nimb,,+45 88700020,http://frunimb.nimb.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q63436571,,,,,,,,,,,,,,,,,,,,,,,,,
55.672791,12.56013,restaurant,,112185,Det Færøske Hus Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6731375,12.5603747,restaurant,japanese,119743,Sukiyaki,18:00-22:00,+45 33312312,https://www.sukiyaki.dk/,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
55.6736038,12.5660687,bar,,535576,Nimb Bar,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6740253,12.5685917,restaurant,danish,506582,Brdr. Price i Tivoli,,,https://tivoli.brdr-price.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.668575,12.5541382,restaurant,japanese,735491,Papa Ramen,Tu-Su 12:00-21:00; Mo off,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6688397,12.5585741,restaurant,indian,912620,Bollyfood,"11:00-22:00, th-fr 11:00-02:00, sa 12:00-02:00, su off",+45 40308363,http://www.bollyfood.nu/,,,,,,yes,,,,,https://www.facebook.com/Bollyfood.nu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6738033,12.577434,school,,111382,Johan Borups Højskole,,,http://www.borups.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q12304207,,,,,,,,,,da:Johan Borups Højskole,,,,,,,,,,,,,,,
55.6727762,12.5668858,bar,,531950,Alpehytten Biergarten I,,,,,,,,,,,,,,,,,,Tivoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6729608,12.5547773,restaurant,tapas,1111471,Lundgren V.I.P,11:30-22:00; fr-sa 11:30-24:00; su 13:00-21:00,+45 60818370,http://lundgren-vip.dk/bagerstraede/,,,,,,,no,,,Lundgren V.I.P Vin & Tapas,,,,,,,,,,,,,,,,,,,,,42468169,1027262844,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
55.6735506,12.5661,bar,,118085,Nimb Bar og Banquet 1. sal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6740013,12.5669807,restaurant,,115727,Viften,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.67167,12.554793,bar,wine,116093,Vinbaren Vesterbro Torv,,+45 21408527,http://vinbarenvesterbrotorv.dk/,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6736103,12.5533725,restaurant,korean;japanese,119818,Miga,"Mo-Sa 12:00-15:00,17:00-23:00",+45 33233667,http://www.miga08.dk/,,,,,,yes,no,Miga Koreansk Japansk Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6675422,12.5632535,school,,,Københavns Madhus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6738544,12.5913373,restaurant,regional,531972,Sankt Annæ 8,11:30-22:00; Th-Sa 11:30-24:00; Su off,+45 25974600,https://www.sanktannae8.com/,,,,,,,,,,,,yes,yes,yes,,,,,,yes,,,,,,,,,,,,,,wrong location in fvst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671923,12.545461,bar,,551620,Portvinsbaren,"Th 17:00-23:00; Fr,Sa 17:00-01:00",,http://vinhulen.dk/portvinsbaren.asp,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6680075,12.5501836,restaurant,italian,530939,Bevi Bevi,,+45 31672120,https://www.bevibevi.dk/,,,,,,,,BeviBevi vinbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6593211,12.590689,bar,,115893,Scrollbar,,,,,,,,,,yes,IT- Universitetet Studentercaféen Scrollbar,,,,,,,IT-Universitetet,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.66785,12.55927,restaurant,fish,118724,Kødbyens Fiskebar,"Mo-Th 17:30-24:00; Fr, Sa 11:30-02:00; Su 11:30-24:00",+45 32155656,https://fiskebaren.dk/en/,,,,,,,,,,,https://www.facebook.com/Fiskebaren/,yes,yes,yes,,,,,yes,,,http://www.instagram.com/Fiskebaren/,info@fiskebaren.dk,,yes,,,,,wlan,,,,,,Mo-Sa 17:30-23:00; Su 11:30-23:00,,,,,,,,,,,bib_gourmand,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
55.66769,12.5589,bar,,115011,Mesteren & Lærlingen,,+45 32152483,,,,,,,,,,,,https://www.facebook.com/Mesteren-Lærlingen-215687798449433/,yes,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.66917,12.55864,restaurant,regional,115827,Paté Paté,"Mo-We 09:00-24:00, Th 09:00-01:00, Fr 09:00-03:00, Sa 11:00-03:00",+45 39695557,https://www.patepate.dk/,,,,,,,,,,,https://www.facebook.com/2xpate/,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,"Modern Mediterranean soul food and lots of hygge served in an unpretentious, laid back atmosphere...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6677,12.56114,restaurant,regional,647637,Restaurant Gorilla,17:30-24:00; su off; fr-sa 17:30-02:00,+45 33338330,http://restaurantgorilla.dk/forside/,,,,,,,,,,,,yes,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6386512,12.5778012,bar,,665277,,,,,,,,,,,,Bella Center The Front,,,,,,,The Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6707131,12.5574865,restaurant,japanese,665382,Jah,"17:30-24:00, Fr-Sa 17:30-01:00, Su off",+45 38412721,http://www.jahizakaya.dk/,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izakaya & Sake bar,served,,,,,,,,,,,,
55.6654227,12.5488293,bar,,109917,Boulevarden,,+45 3331 8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6656945,12.5429694,restaurant,ramen,647198,Ramen to Biiru Vesterbro,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-21:00,+45 53607997,http://ramentobiiru.dk/vesterbro/,,,,,,,,,,,,,,,,,,,,,,,vesterbro@ramentobiiru.dk,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6735206,12.5660812,bar,,119223,Nimb Vinotek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,
55.6671559,12.5587233,restaurant,turkish,666977,Mangal,,+45 61436153,http://www.restaurantmangal.com/,,,,,,,yes,Restaurant MANGAL,,,,yes,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
55.6682197,12.5576133,restaurant,,672561,Kul,"12:00-15:00, 18:00-23:00; Th-Sa 12:00-15:00, Th-Sa18:00-01:00",+45 33210033,https://restaurantkul.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,"12:00-15:00, 18:00-22:00; Th-Sa 12:00-15,18:00-03:00",,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6658853,12.5660006,restaurant,,572610,Tivoli Hotel og Tivoli Congress Center Restaurant Tivoli Vie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.667045,12.558875,restaurant,dim sum,555455,Magasasa,,+45 33 23 80 89,https://magasasa.dk/,,,,,,,yes,Restaurant Magasasa - Dim Sum og Cocktails,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.673264,12.554397,restaurant,,670553,Mangia,,+45 52709429,http://mangia.dk/,,,,,,,no,Mangia.2016,,,https://www.facebook.com/restaurant.mangia/,yes,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671211,12.5496708,bar,,958384,Ancestrale,Mo-Th 16:00-23:00; Fr-Sa 16:00-24:00,+4560407414,http://ancestrale.dk,,,,,,,,,,,https://www.facebook.com/Ancestralebar/,,,,,,,,,,,httpd://www.instagram.com/ancestralebra,spis@ancestrale.dk,,,,,,,,,,,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6665209,12.55307,bar,,962630,Rbabarrab,,+45 24269291,,,,,,,,,,,,https://www.facebook.com/Rbabarrab,,,,,,,,,,,,,,,,,,,,37613932,,,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6473438,12.5505625,restaurant,,659866,Vandvid,,+45 20125343,https://www.vandvid.com,,,,,,,,,,,https://www.facebook.com/restaurantvandvid/,,,,,,,,,,,https://www.instagram.com/restaurant_vandvid/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floating restaurant, Opens spring 2017",,+45 21315020,2017-04-01,,,,,,,,,,
55.6679591,12.5479378,restaurant,greek,697930,Café Patina,,+45 31708028,http://WWW.cafepatina.dk,,,,,,,,,,,https://www.facebook.com/www.cafepatina.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6691055,12.5587033,restaurant,,565197,Fleisch,Mo-Th 11:30-00:00; Fr-Sa 11:30-01:00; Su 10:00-23:00,,http://fleisch.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,butcher,,,,,,,,,,,,,,,,,
55.6434709,12.5450024,restaurant,,700795,Scandic Sluseholmen,,,https://www.scandichotels.com/hotels/denmark/copenhagen/scandic-sluseholmen/restaurant-bar,,,,,,,,,,,,,,,Scandic Hotels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6722464,12.5558859,bar,,540110,Zeppelin,,+45 71 70 36 66,http://zeppelincph.dk/welcome-to-copenhagens-finest-rock-bar/,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
55.6714963,12.5722551,bar,,795212,Byens bodega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6536616,12.5519385,bar,street food,,Teglværket,Mo-Su 12:00-23:45,+45 40 979035,https://teglvaerket.nu/,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,
55.6717677,12.552406,bar,champagne;cocktails,798024,The reception,,,http://www.thereception.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6681532,12.5628584,school,,,Teater butikken,,,https://www.teaterbutikken.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6717046,12.5617535,bar,,118832,Absalon Bar,,,,,,,,,,,,,,,,,,Absalon Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6704442,12.5616796,bar,,716546,Halmtorvet 9,,,https://halmtorvet9.dk/,,,,,,,yes,,,,,yes,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,table_soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6687889,12.574102,bar,,716273,Copenhagen Marriott Excecutive Lounge,,,,,,,,,,,Copenhagen Marriott Exce. Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fee,,,,,,,
55.6495603,12.5421382,bar,,,Slusen,Fr 17:00-22:00,,,,,,,,,yes,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.666441,12.580536,restaurant,,734984,The Fat Pike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6728406,12.5570465,bar,,562073,Curfew,Tu-We 18:00-01:00; Th 18:00-02:00; Fr-Sa 18:00-03:00,+4529299276,http://curfew.dk,,,,,,,,,,,,,,,,,,,,,,,info@curfew.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6676359,12.5475283,restaurant,burger,720329,Sliders,"Mo-Th 17:00-22:00; Fr,Sa 12:00-22:00; Su 12:00-21:00",+4531322620,https://sliders.dk/,,,,,,yes,yes,,,Sliders Enghave Plads,https://www.facebook.com/SlidersVesterbro/,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,Byens bedste burger - i unikke små variationer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6657426,12.5785514,bar,,740620,Beer and the Bean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.662594,12.575964,restaurant,,747078,Restaurant Alouette,17:30+; Su-We off,+45 31676606,http://www.restaurantalouette.dk/,,,,,,,yes,,,,https://www.facebook.com/restaurantalouette/,,yes,yes,,,,,,yes,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,1,1,Q61755650,,,,,,,,,,,,,,,,,,,,,,,,,
55.6694143,12.5580244,restaurant,italian,757605,Public,16:00-24:00; su 12:00-24:00; mo-tu off,+45 77773636,https://public36.dk,,,,,,,,,,,https://www.facebook.com/PUBLIC36/,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smag unikke specialiteter fra små Italienske producenter. Prøv f.eks. den populære Porchetta Sandwich, Antipasto Misto eller Tiramisu. Vi aspettiamo!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6728166,12.5607003,restaurant,smørrebrød,706332,Frk. Barners Kælder,,+45 33330533,http://frkbarners.dk/,,,,,,yes,,Barkonsortiet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.66785,12.547969,restaurant,pizza,760192,MaMeMi,,+45 26 25 62 85,https://pizzeriamamemi.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6679133,12.5502065,bar,cocktails,732307,Bar Una,"We-Th 17:00-01:00, Fr-Sa 17:00-04:00",+45 3133 9037,https://www.baruna.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671848,12.552391,bar,,770970,Duck and Cover,Tu-Sa 16:00-22:00,+45 28124290,http://duckandcoverbar.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
55.6395289,12.5783056,restaurant,,,Sukaiba,,+4588779797,http://sukaiba.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6658081,12.5576415,bar,,795996,Alfons Vinbar,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,
55.6669001,12.5573055,restaurant,,803348,MØR Restaurant & Bar,,+45 22758245,https://xn--mr-kdbyen-l8ad.dk/,,,,,,,,Scandic Kødbyen Køkken,,,https://www.facebook.com/MØR-Restaurant-Bar-2141548596057768/,,,,Scandic Hotels,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.671986,12.5926081,restaurant,thai,548278,WOK Christianshavn,Mo-Su 10:00-22:00,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fvst:no_pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.673694,12.5691519,restaurant,,128563,Nimb Gemyse,,+4588700000,https://www.nimb.dk/en/gemyse,,,,,yes,,,,,,,,yes,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,the_plate_michelin,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
55.6675528,12.5463423,restaurant,,993953,Tolv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42373419,1027142261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6630696,12.5636439,restaurant,,115612,The harbour,,+45 3338 9645,https://www.restaurant-theharbour.com/,,,,,,,yes,,,,,yes,yes,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6666851,12.5708356,restaurant,,,IDA Bryggen,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
55.6671999,12.5726521,bar,pizza;sandwich,,Green Island,,+45 30295094,https://www.green-island.dk/,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,summer,,,,,,,,,,,,,,,,,,,,,,,,
55.6730015,12.5494138,bar,,115093,Postgaarden Bar,"12:00-22:00; Th-Sa 12:00-24:00; Su,PH 12:00-20:00",+45 33312353,http://www.postgaardencafe.dk/,,,,,,,,,,Cafe Postgaarden,,,,,,,,,,,,,,,yes,,,,,,28924542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6721055,12.5628926,restaurant,chinese,774512,Great China,11:00-23:00,,https://greatchina.dk/,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大中国,,,,
55.6704466,12.5407277,restaurant,chinese;asian,909700,Hot Pot Republic,"Su-Th 17:30-22:30, Fr,Sa 17:00-23:00, Sa,Su 12:30-15:30",+4593863888,https://hotpotrepublic.dk/,,,,yes,yes,,limited,,,,,yes,,,,,,,,,,,contact@hotpotrepublic.dk,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.649443,12.554263,restaurant,sushi,903535,OISHI Sushi,Mo-Sa 12:00-21:00; Su 16:00-21:00,+45 33238888,https://oishi.dk/sydhavn.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fvst position missing, fixed from overpassturbo/osak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6702083,12.5563878,restaurant,asian,774189,Falang,,,https://falangcph.dk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6545652,12.5414745,bar,,907565,Scandic Sydhavn Bar,,,,,,,,,,,,,,,,,,Scandic Hotels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.6555232,12.5915818,restaurant,,713837,Nordea Ørestaden Fine Dining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employees,,,,,,,
55.6664192,12.5577423,bar,,,Kødbyens Rosébar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,served,,,,,,,,,,,winebar,,,
